Original_Feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46
V11,-0.005599634721379453,-0.1409356104648984,-0.13614621116193207,0.05172108593538552,0.009065094079169458,-0.011816374763064214,0.15967582040040448,0.1460610102122447,6.250721197355357e-05,-0.15200620578853197,0.08336028490126884,-0.13572835990822518,-0.05261924900166942,0.09951774902232961,-0.3512455547965853,-0.12095123757079872,0.35634565671670315,-0.2089474622350103,-0.09577798854013726,-0.09810468302763171,0.029930468785573427,-0.1390355569103086,-0.02713519346211283,0.07737759940243183,0.06515267421292045,0.0773622638815892,0.045186862166298754,0.09978508135174674,0.06021286215608536,0.002573534848636594,-0.11644066630874153,0.11399276463322727,0.10864476060451743,0.02320274783218229,-0.06740951203373101,-0.05542552325204466,-0.046567477265637564,0.07330966006126695,-0.0023761447700337973,0.12213300820040592,-0.14475536281253779,-0.013334168411719083,0.3088008665219181,-0.05483260454291856,-0.013761102842762107,0.021769185532659385
V12,-0.16164585568854978,-0.07624416596461436,-0.0516634726459394,-0.08018293632467778,0.06178521602664348,0.294646793733873,0.05573206307370329,-0.2037373501487981,0.007923959939581993,-0.1335212301758508,-0.25504704474158757,0.2917291940985918,-0.04286381803426438,0.004141081957756365,-0.10748803298247114,-0.007898826685967988,0.04459853125119024,0.09663025982072221,-0.1468804781075235,0.061206628134452934,-0.011175266459549374,-0.11868670886727707,0.13533788913283884,-0.09691255494128963,0.055590034176426564,-0.19137144731480332,-0.12035947095104532,0.03730298228904168,0.042362934791863094,-0.06428442329124628,0.1368347636536464,-0.03419029474577663,-0.16712521990126833,0.15617250615177652,0.059021498279938224,-0.04931144160304368,-0.05827778569413972,-0.1116066288689792,0.012645661951053402,0.08724748803991232,0.046520377551609246,-0.047836602231591335,-0.03479555854177589,0.15190103540335556,0.04258442397290016,-0.2512222427488689
V13,-0.10581937090868183,-0.038680830083697215,0.014066897232939468,-0.3313939521869662,0.05019431041139959,0.16995253927699883,-0.136464090695265,0.1304491641576756,-0.11739525254738188,0.019325877467709335,0.005182531082057684,-0.09101770422249202,-0.0378029699430216,-0.01904184396019172,-0.08955157352622102,0.26141843565059797,0.06047481806577829,-0.18060205944363245,0.01953228459906692,0.04013148991750007,0.16066574440138703,-0.11102960069695006,0.07000450010806247,0.025025900568717334,0.05262379546132202,-0.04361751203231572,0.20090373194990438,0.016752205206314444,0.24821597720247024,-0.01940098090049866,-0.150837219437967,0.12312546755302224,0.09214839868951852,0.02347859269332738,-0.08799791366653184,0.20177651448207473,-0.13868920742501858,0.07230711608540151,0.1500832558287352,-0.054025203089528025,0.08683103715088407,-0.3306291646868731,-0.05787518060228516,0.17440722940336267,0.16930303730453544,-0.030852882335544646
V14,-0.16969259031848707,-0.03613945648039166,-0.025716704425089165,0.19264600299579562,0.07139845811294548,-0.1339537397428523,-0.07925779545910369,-0.23685047508330953,-0.09889129362200069,-0.07095263080820613,-0.002576485888455965,0.17937405116017618,0.11510293781938136,0.17008101621401064,0.13375120537202217,0.2704382998011823,0.03281142493750833,0.19715354276619074,0.024263401870336265,0.030169546036690066,0.11442018034269276,0.04597473146654653,-0.0704488062141501,0.08409533898940968,0.09098521079213784,-0.10422263713444262,0.15978904181698045,0.1647548553546342,-0.04716486566100401,-0.14138717454668237,-0.07378760496818539,-0.15512840383097865,0.223913073975692,-0.007441760098032083,-0.09793552287590741,-0.12580472121446803,-0.05864210841069324,-0.16198578671140385,0.01853976867130437,0.0738142098813004,0.008769188959353691,-0.002871807713484782,0.0336123601223357,-0.17230213046077694,-0.05087916187444186,0.1938077444233498
V15,-0.09432252894523753,0.06231619331328757,0.17977108520764354,-0.07856258897179069,0.023027638948390966,0.08421351459668082,0.0008923987002265599,0.18655059789612186,0.15954958669959837,-0.08673185777910308,-0.20248914894089065,0.012005896226019913,0.18525378324577285,0.0035603303499641414,-0.22115855270713775,0.0694671319279798,-0.20110478052166342,-0.011350992193914541,0.13136254116627238,0.34761597903248376,0.05967502293847021,0.01927577756310289,0.08672100208273494,-0.17720057014977864,0.03709347351835044,0.01823327006213936,-0.0131092570398081,0.15182036653783457,-0.04299199540822293,-0.009396634575662227,-0.08019519640442935,0.03215750696665774,0.04794635890890245,-0.044627991055090556,-0.24644026575471345,0.03694612606852518,0.012987858223315024,0.09773546158931326,-0.14608949199206941,-0.27919729087237144,-0.02582938434421672,0.17839337446708917,0.20549422115520685,-0.22273774088803502,0.09193784425103366,0.08485024229599569
V16,-0.030543178210179902,-0.1655240454918271,0.025504934480589922,0.058298342888644605,-0.030564725150615202,0.14016503804219332,0.14776932058730224,0.20594356192533628,-0.029872822095222247,-0.06207910009268103,-0.1911822237121948,-0.05744436074845535,-0.1154927544445056,-0.0776866989829791,-0.019434263294878407,0.07953055484308136,-0.025889288376243384,0.09595118002086062,0.2727447623814116,-0.34620264359163055,0.06312060624035304,0.0673873337522502,0.1436741033088415,0.03929079443760014,-0.208152622537378,0.004393845735355645,0.11345876267729837,0.10783303279499132,-0.1522531134835663,-0.032524146255418857,0.1785982526307528,0.11350694030536457,0.15104422882905388,-0.08607434542870385,-0.07094238981315705,-0.07421374430653963,-0.23819907614635205,0.03139625401889988,-0.09546526391200721,-0.05913244921338012,0.26085344694163076,0.1410893634028461,-0.22013870464706975,0.1064490032159124,-0.16598311979978944,0.17163104483170794
V17,-0.21049460661392952,0.19294107052074594,0.15221067251702528,-0.010330760254294358,-0.1525741929673053,-0.0563487854259794,0.1704726475266877,-0.04775371050077709,-0.0728196837046317,0.1430593116695713,0.011257794259336928,0.1611535813961799,-0.13669213475927153,-0.026804789927836817,0.19130990869676776,-0.020103124541023143,0.159785213071368,0.013518957937386361,0.022250341720151615,0.014262158698005368,-0.13709313692015945,-0.04589658529294306,0.1716111301924679,-0.18046766160240435,0.023434717476301214,-0.19432867661172315,-0.05672019819678706,-0.018229399994752205,-0.05067620960276323,-0.01660752680506469,0.0038392024704697186,0.2873626302474188,0.062416771929708764,-0.22913103349134828,0.058257600747709734,-0.03718997277828473,0.07523988936082597,0.04841649478822328,-0.04561097844552078,0.12167731362705854,-0.012797817412360163,0.16236730417590006,0.19720873817209988,0.1971623313891471,-0.03425356942425133,0.09783304759073487
V18,-0.09524470208589501,-0.03232950902619463,-0.1976760083032692,-0.08412881851395812,0.11016868355301546,0.014882587553880519,-0.21865036092705917,0.009570009673544294,0.09732100781645849,0.0064626749324825095,-0.1318263714599375,0.029069950101690903,-0.03796589828778963,-0.15556812669169198,0.264250444855686,-0.02579290551727277,-0.027874346446420867,0.14009794961411412,-0.17057713725465995,0.08655173004647995,-0.09030808906241133,0.00790479578010618,0.03438330418358778,0.11596029615094941,-0.07601553027067051,0.3704155714929259,-0.007866909988007473,-0.037347851312548606,-0.1989901507491158,0.18429806417372915,0.10077134632923214,0.322927987513873,0.0993264866045625,-0.036652181717543864,0.09411517677294935,-0.030093487873752295,0.1358825849540401,0.12154312828693714,-0.1539448861789604,-0.008195770479387823,0.059713960762049906,-0.2729960337670164,0.1679116175523247,0.043523657039225,-0.02048021342411596,0.11982003229087718
V19,0.05421436121096628,0.3207266762870895,-0.22966227857113092,-0.11748428254301944,0.07372316838169657,-0.14847288190573846,-0.06437976868769243,-0.0036077304222981305,-0.06947914244799795,-0.008793776507083129,0.12340315290460904,-0.07562799104300655,-0.12146766914131801,0.01302816206719934,-0.11932879345769219,0.038074145877644155,-0.14043463986688026,0.046100651045740626,0.03397611961029319,0.014991602623568606,-0.09084376348859395,0.09781254757071844,0.26467725689230465,-0.11882486634344638,0.109861752035712,0.006929058918350883,0.019385387794742692,0.15109305702872783,0.12369511385806883,0.00023929220350680955,0.13268902155678683,-0.027521069303065526,-0.10899762836323018,0.18082733243676014,0.007627802707128616,0.0026791399703359683,0.15383723508282776,0.160344081886778,-0.0018876347765386936,0.11693022861775004,0.08048351413296412,0.1638991187995551,0.04769827876111023,0.15901629213813834,0.18193660183809748,0.14440612637690425
V20,0.09852102318514089,-0.24676910467167124,-0.17854288951729178,0.17429804754952702,0.2203035361565745,-0.0069211831306202195,0.09745294962014234,-0.10062215883527283,-0.18187519075635997,-0.13774155198560925,0.0024394888440275597,-0.02080365260369413,-0.1076271616267708,-0.11258583116141477,-0.14839164355088133,-0.021403671818855677,-0.08894525502724676,0.01455339586527652,-0.017758642496387596,0.10158265024091914,-0.06518367435413691,-0.19080264541742833,0.15549883972034212,0.1333066213119127,-0.08637432103110776,-0.056802845981918954,-0.03920846701842249,-0.11129034830007212,-0.08428555818928828,-0.0772795310692898,-0.005096919122395049,0.24922046091400815,0.0006381698654691625,-0.10009606101235576,0.016559914541774655,-0.09472167515436167,-0.09515436546894689,-0.1021583093707507,0.09401452680107723,-0.1109169580008465,-0.17361784897966998,0.20815123532585947,0.04478529909366945,0.08252969179987991,0.16116306287520107,-0.056041232501754606
V21,0.07032770791794406,0.05177537265917032,-0.17120801354219622,-0.15764662499114018,-0.1660607073764256,-0.07467255638555476,-0.11705818192542561,0.06646389037381266,0.04984125353517086,-0.1498660066293212,0.23578388131636452,0.11823321877232108,0.01146386638812551,-0.12436331637316377,-0.02601957321527254,0.12028449482777243,-0.07128842867211793,-0.07091785485010776,-0.30891357343223524,0.02101793160175451,0.14736004940358094,-0.05826931364760768,0.027619552951900248,0.034679574834852886,0.032267794349230404,-0.11408574113937886,0.12366858214635099,0.34948704983562395,-0.23918839862272048,-0.0004339677936422287,-0.004880466333524319,-0.11835673956607819,0.09176936071058231,-0.08956352089967168,0.1516807665276503,-0.11193017658595888,0.06107940415711424,0.02496746240778032,-0.057710484903274295,-0.08488798347536267,0.019961046028745155,0.02581178484146622,0.07568505038285298,0.11928750309083039,-0.2725353398483897,-0.17935985750709335
V22,-0.001665063128407733,-0.25244480121017265,-0.030405550918801066,0.2648229569851461,-0.18877919590587205,-0.019881036374001772,-0.041643463671137,-0.04252689262319542,-0.02874114725738398,-0.1337271068607842,0.07109263557623925,0.026361073989768558,-0.08435151243436509,-0.014806526947420962,-0.05256001079429997,-0.052425796017257206,0.176115200390149,0.05114607324559828,-0.05139588734923217,0.13205153157907995,0.06327087642285167,0.22584288341108066,-0.0473335653692305,-0.2097069124223792,0.017585992334183925,0.20589535163708195,-0.10242489987932071,0.2728137644226364,-0.14495286686267195,-0.04717108788861352,0.01928009766109775,-0.017848374594384556,-0.1992000415922836,0.03115509986752361,0.019227641986127586,0.15577011238066368,0.026517771393666317,0.08975393745927854,0.059152231931431654,-0.018076340130079395,0.18010298616972903,-0.22406367611401767,-0.1999762728769336,-0.015848688007069,0.1790159509010975,0.1738173779979897
V23,-0.09334753947857977,0.10515537209548535,0.027272901098965976,0.016287322371351082,0.030124672126541782,0.1790962561598881,-0.07068108891288791,-0.0033749000135656626,0.19530328616154768,-0.07540768481620674,0.13672665725854052,-0.14058235506510475,-0.12765833228090284,-0.19653578138570504,-0.24705493063810627,0.09702802945021341,0.0498319343080825,0.25902458791679994,0.08097100282585191,0.10460440409720827,-0.18479152758009532,0.22773286726435432,-0.08684954245991067,0.26265527195004323,-0.047869410886729,-0.17701590894729743,0.04337250814438354,-0.07369286348227372,-0.07027998742861519,-0.10415805232810452,-0.18723319438942934,-0.03726502261874833,0.10787091096194582,0.007778688076305027,0.010348861609456757,-0.0016795501765817233,0.24693373531913831,0.03105942064430435,0.10302893859496916,0.20902891344070434,-0.013734555007691829,0.09042053170571547,-0.16830402285191617,-0.12585934197769585,-0.07968548199540962,-0.01711281715980789
V24,0.05308612026151196,0.07874407021492515,-0.15850976549066953,-0.026352475183048164,-0.13192418997598604,0.1509343013030558,0.23730913690854646,-0.06310834320104053,-0.0669456469201566,-0.007505373319984632,-0.10694138669398923,0.07627147973008788,-0.00731063994241509,0.1134913312499913,0.08062243945686028,-0.013537753313497637,0.12629513243916318,-0.01802879668042645,0.05381164939391381,0.11225464056741073,0.0419602824426305,-0.0613315179456079,0.3128427730004774,0.3353068964135555,-0.03910318017183326,0.14291205733160028,0.11159400381174353,-0.01592200784697241,0.12037623127550647,-0.17443211265283648,0.11095935632018943,-0.09297581024860824,-0.10567867062960618,0.2167024817981027,0.32630162302666177,0.205580278566609,0.10456257373982629,0.011165510713156607,0.04937929475088733,-0.11527946826398411,0.06887376393247,0.07337981525626533,0.11747862018257414,-0.33512296632605415,-0.10421297653780551,0.14564161527228997
V25,-0.11821628471240941,0.17352151739782326,0.08961097189856206,-0.14010378387576522,-0.03921639790645606,-0.13218887671302665,0.10035803551709753,-0.11035852793911301,0.15910321970463648,0.057719907541397414,-0.0627607008650169,0.1112478968377461,0.0604082498307951,-0.18462787517892298,0.025274788941023245,-0.13945253171395477,0.20210744880756237,0.08979668637293142,-0.07217783103994498,-0.28123342099810933,0.054319497623999125,0.1359725510128667,0.06804901937118726,-0.13337972280427252,-0.2800573704286719,-0.016055563930242378,0.1518526508736327,0.1841392410224214,0.04246246478374725,0.07116745420757675,0.0008076094669971223,-0.06673459818660223,-0.03420049419001496,0.14524033970099387,-0.14525320286687338,-0.016586315457162687,-0.12872720231203838,-0.0018688363298942148,0.20770740617316802,-0.21407595828585596,-0.18217970233618475,-0.07378730879961692,0.16746532059832275,-0.13564838321019826,-0.016834646080508386,-0.07227646351469665
V26,-0.16821457005754925,-0.020635541118054705,-0.00915212888522754,-0.03221880850256106,0.09486046269809192,-0.2727503759297299,0.0368209428670912,0.1618152708386908,-0.006060429349519378,-0.11426411325758576,0.11684614368756396,-0.06166334806853524,-0.1660619002075338,-0.12986981813597587,0.13002437646043208,-0.00828809755084689,0.3142164294859869,-0.028562183611794134,-0.09254449213876426,0.16661627684011818,-0.016465032105512166,0.04318497737201715,-0.09144778812237764,0.08416160034432449,0.10809963134034892,-0.08565041575980677,0.1245088324048993,-0.13247490057994368,0.1527546381431542,0.01244279254035592,0.22175228523037394,-0.01298340091186654,0.009210722669445226,0.18300062395922212,-0.2175296880127884,0.09759896588191923,0.17662918187090837,-0.009644146733090622,-0.04594824898449841,-0.17862416939739567,-0.07191829278517597,0.16554336384103585,-0.18924955983115388,0.14905904226530292,-0.10406649970126325,0.1481746425527198
V27,0.055152292111971174,-0.06737386929054809,-0.10252655472920569,-0.13885940745671918,-0.19315502927861464,-0.15881669690350234,-0.11713310477793397,0.2131290797247823,0.07209636135780614,0.16431061533668054,-0.1312602240161858,-0.2183074228015405,-0.023921125154576797,0.2727452871741237,0.0055686199836439965,-0.030718717272201535,-0.125986285645158,0.05495897131807759,-0.062356015803402845,-0.07112932627125773,0.14505465100119883,-0.06271979815032755,0.02462919273693467,0.09677564210897992,0.21259531969053275,-0.06109557563732154,-0.17487142681933449,-0.0969024355436317,-0.12865500509124872,0.06274293614615711,0.17862040345206381,0.06097671419888874,-0.16257209153476015,0.0324072780344304,-0.0851966806327111,-0.11483288546278168,0.002809327556216795,-0.08268265667173343,0.30324610174973676,-0.02551545582471832,0.09542315801008369,0.10832363702162634,-0.02114202897105035,-0.12421716362614228,-0.028750031754342632,0.009991165153554221
V28,0.20113982424540586,0.16286629924579688,-0.05133289709100169,0.05116722332475018,-0.014048642907750609,0.078000632891733,0.12661397316994827,-0.18716565959943837,0.009052423261049991,-0.21825539605709196,0.026975458921196155,-0.02689328129907792,0.18201196329938146,0.026248557217223634,0.20282252754561692,-0.023762422136191536,-0.06626090016281436,-0.26643967932853857,0.10234106653516589,-0.21630023607203436,-0.03510439014535954,0.049851034300237074,-0.1919468471595174,-0.015224825016369493,0.09975132790095215,0.23609433541233352,-0.08970963844164555,0.12536829137742578,0.15625208701203044,0.009953178112339256,0.004451225670488418,0.1315469981661285,0.05988333513268035,-0.061862426004445005,0.010471568156508855,-0.03446197209463711,0.05581060948738811,0.15863527844632927,0.10495469631438309,-0.03055879148361649,-0.1932113121380651,0.18586746568524398,-0.18429213469057348,-0.016360897324412815,-0.06999844600792454,-0.10356268148979153
V29,-0.06738424874332624,0.30035783310850145,-0.08607393235430802,0.13551145585676677,0.10142638212786821,0.10910969406156187,0.07421947631668133,0.12855730848885805,0.019034105888164538,-0.01861385330550775,-0.047308531490926814,-0.12971247129918037,-0.062046319815145676,0.10048817743729949,-0.026946864227472472,0.1153678538767917,0.2099182260648092,-0.06625596513707238,-0.2573979811218903,-0.07565114763331056,-0.009713473076505021,-0.0566643486676108,-0.00044696298622350084,-0.14424762596465862,0.1414652449924848,-0.06425113362436335,-0.045330164472241544,-0.10405851387038939,-0.1799253660874351,-0.19777246281784133,0.26654743223151184,-0.07681299867035242,0.19791225944926708,-0.06257325287790182,0.08696257790148956,-0.03730113043886989,-0.12763692055716896,-0.11259076127985036,-0.031344055644062854,-0.2508494764811999,0.019559826596282637,-0.14361179810377886,-0.1668249793842182,-0.11978416275108536,0.02277792877865434,-0.014307547176928961
V30,0.03545905476264333,-0.20347681707728196,-0.12251302108290404,-0.2440383736099676,0.07597759526826951,-0.07372922345636068,-0.11441815944475703,0.12525604975278354,-0.023671647150632025,0.10600816641270189,-0.2714902504345531,0.01928902241221439,0.0439564190194177,0.051045080986581504,0.09272973616444613,0.17724468840275864,-0.03165633749512455,0.04546128170958047,-0.13740994276834195,-0.21197146036418876,-0.1458857332217312,-0.08901095857881097,-0.08558240390755302,0.06920089201648594,-0.20372884358526339,-0.025674786888068207,0.08034423260047158,0.05541075852173674,0.1260965982820275,-0.08743108652337131,-0.025592743814938146,-0.20674420082722067,0.17315528248740403,0.05220423280126604,0.15718634029790082,-0.08346153177622367,0.10625762039920603,0.18222948589199284,-0.07547922652431793,0.11009610706936014,-0.10751101943069136,0.11175919200186261,-0.07794880997837172,-0.022340257323164213,0.12288703193365835,-0.017196331860414388
